id,date,product_id,employee_id,quantity,unit_price,total_amount,payment_method,customer_type
3877,2023-05-13,2,5,3,7321.87,21965.61,Card,Premium
3878,2023-05-13,5,15,2,2644.79,5289.58,Card,New
3879,2023-05-13,2,5,3,8999.0,26997.0,Cash,New
3880,2023-05-13,2,16,4,6876.25,27505.0,MobilePay,Student
3881,2023-05-13,11,17,1,1299.0,1299.0,Bank Transfer,Premium
3882,2023-05-13,14,8,2,1299.0,2598.0,Card,Student
3883,2023-05-13,5,4,2,3499.0,6998.0,Cash,Premium
3884,2023-05-13,4,5,1,15999.0,15999.0,Card,Regular
3885,2023-05-13,17,3,4,799.0,3196.0,Card,Student
3886,2023-05-13,13,14,4,2199.0,8796.0,Card,Student
3887,2023-05-13,12,12,1,1599.0,1599.0,MobilePay,Student
3888,2023-05-13,18,3,1,4999.0,4999.0,Cash,Student
3889,2023-05-13,17,3,4,799.0,3196.0,Cash,New
3890,2023-05-13,9,20,1,899.0,899.0,MobilePay,Regular
3891,2023-05-13,1,4,2,12999.0,25998.0,Cash,Student
3892,2023-05-13,10,22,4,2499.0,9996.0,Cash,New
3893,2023-05-13,23,6,1,3299.0,3299.0,Bank Transfer,Premium
3894,2023-05-13,7,5,3,1699.0,5097.0,Cash,Regular
3895,2023-05-13,4,1,1,15999.0,15999.0,Card,New
3896,2023-05-13,22,21,4,8148.63,32594.52,Bank Transfer,Student
3897,2023-05-13,22,9,1,8999.0,8999.0,Bank Transfer,Regular
3898,2023-05-14,1,21,5,12999.0,64995.0,Card,New
3899,2023-05-14,25,25,1,920.93,920.93,Bank Transfer,Student
3900,2023-05-14,3,17,2,19398.32,38796.64,MobilePay,Premium
3901,2023-05-14,4,18,1,15999.0,15999.0,MobilePay,New
3902,2023-05-14,1,9,1,12999.0,12999.0,MobilePay,New
3903,2023-05-14,25,19,2,894.52,1789.04,Card,New
3904,2023-05-14,10,4,1,2499.0,2499.0,Card,Regular
3905,2023-05-14,24,12,2,1899.0,3798.0,Cash,Premium
3906,2023-05-14,5,25,4,3499.0,13996.0,MobilePay,Premium
3907,2023-05-14,24,1,3,1899.0,5697.0,Card,New
3908,2023-05-14,25,18,5,999.0,4995.0,Bank Transfer,Premium
3909,2023-05-14,1,18,1,10022.35,10022.35,Card,New
3910,2023-05-14,24,23,4,1899.0,7596.0,Card,New
3911,2023-05-14,22,5,3,8999.0,26997.0,Card,New
3912,2023-05-14,5,18,1,3499.0,3499.0,MobilePay,Regular
3913,2023-05-14,3,21,2,24999.0,49998.0,MobilePay,Regular
3914,2023-05-14,7,25,1,1699.0,1699.0,Card,Premium
3915,2023-05-14,10,19,3,2499.0,7497.0,Card,Premium
3916,2023-05-14,22,20,2,8999.0,17998.0,Cash,Premium
3917,2023-05-14,22,13,2,7083.43,14166.86,Cash,New
3918,2023-05-14,24,12,2,1899.0,3798.0,Card,New
3919,2023-05-14,3,24,1,24999.0,24999.0,Bank Transfer,Regular
3920,2023-05-14,16,12,3,599.0,1797.0,Bank Transfer,Regular
3921,2023-05-14,7,24,1,1699.0,1699.0,Bank Transfer,Premium
3922,2023-05-14,4,25,1,15999.0,15999.0,Card,Regular
3923,2023-05-14,8,5,1,5431.89,5431.89,Card,New
3924,2023-05-14,13,18,1,2199.0,2199.0,Card,New
3925,2023-05-14,3,24,1,24999.0,24999.0,Bank Transfer,New
3926,2023-05-14,4,15,3,15999.0,47997.0,MobilePay,New
3927,2023-05-14,21,1,2,1999.0,3998.0,MobilePay,Premium
3928,2023-05-14,23,6,1,3299.0,3299.0,Card,New
3929,2023-05-14,2,23,1,7953.33,7953.33,MobilePay,Student
3930,2023-05-14,13,11,2,2199.0,4398.0,Cash,Regular
3931,2023-05-14,7,16,2,1699.0,3398.0,MobilePay,New
3932,2023-05-14,3,15,1,24999.0,24999.0,MobilePay,Premium
3933,2023-05-15,3,11,2,24999.0,49998.0,MobilePay,Premium
3934,2023-05-15,22,11,2,8999.0,17998.0,MobilePay,Student
3935,2023-05-15,4,9,1,15999.0,15999.0,Bank Transfer,Student
3936,2023-05-15,3,23,2,22959.42,45918.84,Bank Transfer,New
3937,2023-05-15,24,20,1,1689.34,1689.34,Bank Transfer,Student
3938,2023-05-15,12,25,1,1300.15,1300.15,MobilePay,Student
3939,2023-05-15,7,7,1,1699.0,1699.0,Card,Student
3940,2023-05-15,4,5,3,15999.0,47997.0,MobilePay,Regular
3941,2023-05-15,22,19,1,7592.21,7592.21,Cash,Regular
3942,2023-05-15,3,2,1,24999.0,24999.0,Card,Regular
3943,2023-05-15,13,21,1,2199.0,2199.0,MobilePay,Student
3944,2023-05-15,13,3,2,1804.88,3609.76,MobilePay,New
3945,2023-05-15,9,13,1,899.0,899.0,Bank Transfer,New
3946,2023-05-15,17,3,2,799.0,1598.0,Cash,Regular
3947,2023-05-15,18,19,5,4999.0,24995.0,MobilePay,Premium
3948,2023-05-15,1,25,1,12999.0,12999.0,MobilePay,Premium
3949,2023-05-15,18,3,4,4999.0,19996.0,Bank Transfer,Student
3950,2023-05-15,24,18,3,1899.0,5697.0,Bank Transfer,New
3951,2023-05-15,9,10,3,899.0,2697.0,Card,New
3952,2023-05-15,24,12,1,1899.0,1899.0,Card,Regular
3953,2023-05-15,15,16,1,1299.0,1299.0,Bank Transfer,New
3954,2023-05-15,1,6,2,12999.0,25998.0,Bank Transfer,Regular
3955,2023-05-15,2,19,1,7288.66,7288.66,Cash,Student
3956,2023-05-15,12,14,2,1599.0,3198.0,Card,Premium
3957,2023-05-15,2,3,2,8999.0,17998.0,Bank Transfer,Regular
3958,2023-05-15,7,16,2,1699.0,3398.0,MobilePay,Premium
3959,2023-05-15,3,22,1,24999.0,24999.0,MobilePay,Regular
3960,2023-05-15,22,13,3,8999.0,26997.0,Cash,New
3961,2023-05-15,8,16,1,5999.0,5999.0,MobilePay,New
3962,2023-05-15,3,2,1,24999.0,24999.0,Bank Transfer,New
3963,2023-05-15,20,8,2,699.0,1398.0,MobilePay,Premium
3964,2023-05-15,17,3,1,799.0,799.0,Cash,Student
3965,2023-05-15,7,7,1,1699.0,1699.0,Cash,Regular
3966,2023-05-15,11,18,1,1299.0,1299.0,Bank Transfer,New
3967,2023-05-15,13,11,3,2199.0,6597.0,MobilePay,Regular
3968,2023-05-15,2,25,1,8999.0,8999.0,Bank Transfer,New
3969,2023-05-15,3,14,1,24999.0,24999.0,Bank Transfer,Premium
3970,2023-05-15,22,12,1,8219.54,8219.54,Cash,New
3971,2023-05-15,24,8,4,1899.0,7596.0,Bank Transfer,New
3972,2023-05-15,15,11,4,1299.0,5196.0,Bank Transfer,Student
3973,2023-05-15,4,15,2,15999.0,31998.0,MobilePay,Premium
3974,2023-05-16,22,19,1,8999.0,8999.0,Card,Regular
3975,2023-05-16,5,21,1,3034.84,3034.84,MobilePay,Student
3976,2023-05-16,5,18,4,3499.0,13996.0,MobilePay,Regular
3977,2023-05-16,22,25,1,8999.0,8999.0,Bank Transfer,Student
3978,2023-05-16,3,8,2,24999.0,49998.0,Bank Transfer,Premium
3979,2023-05-16,4,9,3,13357.48,40072.44,Cash,Student
3980,2023-05-16,22,22,1,8283.86,8283.86,MobilePay,New
3981,2023-05-16,23,15,2,3299.0,6598.0,Card,New
3982,2023-05-16,24,16,2,1899.0,3798.0,MobilePay,New
3983,2023-05-16,2,17,1,8999.0,8999.0,Bank Transfer,Regular
3984,2023-05-16,3,21,2,22286.08,44572.16,MobilePay,Premium
3985,2023-05-16,3,21,2,24999.0,49998.0,Card,New
3986,2023-05-16,5,23,4,3499.0,13996.0,Bank Transfer,Regular
3987,2023-05-16,8,14,2,5999.0,11998.0,Bank Transfer,Premium
3988,2023-05-16,1,3,5,12999.0,64995.0,MobilePay,Regular
3989,2023-05-16,22,2,3,8999.0,26997.0,Cash,New
3990,2023-05-16,2,9,3,8999.0,26997.0,MobilePay,Premium
3991,2023-05-16,25,7,1,999.0,999.0,Bank Transfer,Regular
3992,2023-05-16,24,17,1,1899.0,1899.0,Bank Transfer,Student
3993,2023-05-16,18,21,1,4999.0,4999.0,Card,New
3994,2023-05-16,14,9,2,1299.0,2598.0,Bank Transfer,Premium
3995,2023-05-16,1,12,4,12999.0,51996.0,Card,Regular
3996,2023-05-16,22,5,1,8999.0,8999.0,Card,Premium
3997,2023-05-16,7,21,4,1699.0,6796.0,Card,Regular
3998,2023-05-16,23,10,1,3299.0,3299.0,Card,Regular
3999,2023-05-16,4,17,2,15999.0,31998.0,Card,New
4000,2023-05-16,4,3,1,14424.73,14424.73,Cash,Student
4001,2023-05-16,7,17,1,1699.0,1699.0,Cash,Premium
4002,2023-05-17,14,4,1,1299.0,1299.0,Bank Transfer,New
4003,2023-05-17,10,12,2,2499.0,4998.0,Card,Regular
4004,2023-05-17,24,17,4,1899.0,7596.0,Bank Transfer,Regular
4005,2023-05-17,11,15,2,984.11,1968.22,Card,Premium
4006,2023-05-17,23,22,1,3299.0,3299.0,MobilePay,Student
4007,2023-05-17,17,14,1,799.0,799.0,Bank Transfer,Student
4008,2023-05-17,25,17,5,835.41,4177.05,Bank Transfer,Student
4009,2023-05-17,9,19,2,899.0,1798.0,MobilePay,Premium
4010,2023-05-17,8,16,3,5999.0,17997.0,Card,New
4011,2023-05-17,25,18,1,999.0,999.0,Cash,Regular
4012,2023-05-17,13,14,1,2199.0,2199.0,Cash,Premium
4013,2023-05-17,6,8,5,399.0,1995.0,MobilePay,New
4014,2023-05-17,3,13,2,19222.12,38444.24,Bank Transfer,New
4015,2023-05-17,13,3,2,2199.0,4398.0,Cash,Student
4016,2023-05-17,9,16,2,899.0,1798.0,MobilePay,Regular
4017,2023-05-17,3,17,1,24999.0,24999.0,Bank Transfer,Premium
4018,2023-05-17,11,13,1,1299.0,1299.0,MobilePay,New
4019,2023-05-17,5,21,1,3499.0,3499.0,Card,Premium
4020,2023-05-17,5,17,1,3499.0,3499.0,Card,Premium
4021,2023-05-17,1,18,1,12999.0,12999.0,Card,Student
4022,2023-05-17,2,24,3,8999.0,26997.0,MobilePay,Premium
4023,2023-05-17,24,16,1,1899.0,1899.0,Card,Regular
4024,2023-05-17,22,17,1,8999.0,8999.0,Bank Transfer,Student
4025,2023-05-17,3,25,2,19212.23,38424.46,MobilePay,Regular
4026,2023-05-17,1,5,2,12999.0,25998.0,MobilePay,New
4027,2023-05-17,16,16,1,599.0,599.0,Card,New
4028,2023-05-17,18,16,3,4999.0,14997.0,Bank Transfer,Student
4029,2023-05-17,2,20,3,8999.0,26997.0,Bank Transfer,Regular
4030,2023-05-17,16,19,2,525.35,1050.7,Bank Transfer,New
4031,2023-05-17,20,13,3,699.0,2097.0,Card,Student
4032,2023-05-17,12,8,1,1599.0,1599.0,Card,Regular
4033,2023-05-17,14,12,1,1299.0,1299.0,Cash,Premium
4034,2023-05-17,25,13,2,999.0,1998.0,Bank Transfer,Premium
4035,2023-05-17,25,6,1,933.88,933.88,Cash,Premium
4036,2023-05-17,25,23,1,810.53,810.53,Bank Transfer,Premium
4037,2023-05-17,9,25,1,899.0,899.0,Card,Regular
4038,2023-05-18,1,23,1,10506.21,10506.21,MobilePay,Student
4039,2023-05-18,1,17,1,12999.0,12999.0,MobilePay,New
4040,2023-05-18,22,11,2,8999.0,17998.0,MobilePay,Premium
4041,2023-05-18,5,17,2,3499.0,6998.0,Bank Transfer,Regular
4042,2023-05-18,13,4,1,2199.0,2199.0,Card,New
4043,2023-05-18,7,23,2,1699.0,3398.0,Bank Transfer,New
4044,2023-05-18,16,8,3,544.17,1632.51,Bank Transfer,Premium
4045,2023-05-18,22,14,1,7615.95,7615.95,Cash,Student
4046,2023-05-18,12,9,3,1599.0,4797.0,MobilePay,Student
4047,2023-05-18,15,10,1,1299.0,1299.0,MobilePay,Regular
4048,2023-05-18,12,22,1,1599.0,1599.0,Bank Transfer,Regular
4049,2023-05-18,5,19,1,3499.0,3499.0,Cash,Premium
4050,2023-05-18,22,16,3,8999.0,26997.0,MobilePay,Regular
4051,2023-05-18,22,23,2,8999.0,17998.0,Cash,Student
4052,2023-05-18,22,7,1,8999.0,8999.0,MobilePay,Regular
4053,2023-05-18,2,2,1,8454.71,8454.71,MobilePay,Regular
4054,2023-05-18,12,17,1,1218.27,1218.27,Card,Premium
4055,2023-05-18,12,8,1,1599.0,1599.0,Card,New
4056,2023-05-18,12,20,3,1599.0,4797.0,Card,Premium
4057,2023-05-18,1,9,2,12999.0,25998.0,Bank Transfer,Student
4058,2023-05-18,2,25,1,8999.0,8999.0,Card,Regular
4059,2023-05-18,3,5,2,24999.0,49998.0,Card,New
4060,2023-05-18,22,25,2,8999.0,17998.0,Cash,Student
4061,2023-05-18,22,12,4,8999.0,35996.0,Card,Regular
4062,2023-05-18,25,22,2,999.0,1998.0,MobilePay,Regular
4063,2023-05-18,22,14,1,8999.0,8999.0,Bank Transfer,New
4064,2023-05-18,25,4,2,999.0,1998.0,Cash,Premium
4065,2023-05-18,15,20,1,1299.0,1299.0,Cash,Regular
4066,2023-05-18,19,4,1,2699.0,2699.0,Bank Transfer,Regular
4067,2023-05-18,11,16,1,1299.0,1299.0,MobilePay,Student
4068,2023-05-19,9,17,4,899.0,3596.0,Card,Regular
4069,2023-05-19,18,13,3,4999.0,14997.0,MobilePay,Student
4070,2023-05-19,24,6,2,1899.0,3798.0,Bank Transfer,Student
4071,2023-05-19,10,23,2,2499.0,4998.0,MobilePay,Student
4072,2023-05-19,14,3,4,1299.0,5196.0,Cash,Premium
4073,2023-05-19,3,21,2,24999.0,49998.0,Card,Student
4074,2023-05-19,5,19,1,3499.0,3499.0,Card,Premium
4075,2023-05-19,5,20,1,3499.0,3499.0,Bank Transfer,New
4076,2023-05-19,25,16,1,781.5,781.5,Cash,Regular
4077,2023-05-19,5,3,4,3499.0,13996.0,Cash,Regular
4078,2023-05-19,20,4,3,699.0,2097.0,Cash,Student
4079,2023-05-19,12,7,2,1599.0,3198.0,MobilePay,New
4080,2023-05-19,22,12,3,8999.0,26997.0,Bank Transfer,Regular
4081,2023-05-19,14,10,2,1007.23,2014.46,Cash,Regular
4082,2023-05-19,1,20,1,12999.0,12999.0,MobilePay,Student
4083,2023-05-19,13,16,1,2199.0,2199.0,Card,Premium
4084,2023-05-19,14,25,1,1299.0,1299.0,Card,Regular
4085,2023-05-19,18,5,1,4105.43,4105.43,Bank Transfer,Regular
4086,2023-05-19,11,6,2,1299.0,2598.0,Bank Transfer,New
4087,2023-05-19,3,6,1,24999.0,24999.0,Bank Transfer,Premium
4088,2023-05-19,22,21,2,8999.0,17998.0,Card,Regular
4089,2023-05-19,20,16,2,645.02,1290.04,Cash,Premium
4090,2023-05-19,23,21,2,2671.04,5342.08,Bank Transfer,New
4091,2023-05-19,4,24,2,15999.0,31998.0,Cash,Student
4092,2023-05-19,23,23,1,3299.0,3299.0,Cash,New
4093,2023-05-19,7,22,4,1699.0,6796.0,Bank Transfer,Student
4094,2023-05-19,4,24,1,15999.0,15999.0,MobilePay,New
4095,2023-05-20,5,12,1,3499.0,3499.0,Card,New
4096,2023-05-20,7,14,3,1699.0,5097.0,Bank Transfer,New
4097,2023-05-20,24,17,1,1899.0,1899.0,Cash,Premium
4098,2023-05-20,20,18,2,699.0,1398.0,Cash,Student
4099,2023-05-20,14,14,3,1299.0,3897.0,Bank Transfer,New
4100,2023-05-20,12,8,1,1599.0,1599.0,Bank Transfer,Student
4101,2023-05-20,6,16,1,399.0,399.0,Cash,Premium
4102,2023-05-20,3,21,1,24999.0,24999.0,MobilePay,New
4103,2023-05-20,5,24,1,3499.0,3499.0,Cash,Regular
4104,2023-05-20,6,25,2,399.0,798.0,Card,New
4105,2023-05-20,25,2,2,999.0,1998.0,Bank Transfer,Student
4106,2023-05-20,3,1,1,24999.0,24999.0,MobilePay,Premium
4107,2023-05-20,13,23,1,2199.0,2199.0,Bank Transfer,Premium
4108,2023-05-20,22,19,1,8999.0,8999.0,Cash,Regular
4109,2023-05-20,4,1,1,13410.06,13410.06,Cash,Regular
4110,2023-05-20,6,22,1,399.0,399.0,Card,New
4111,2023-05-20,25,1,2,999.0,1998.0,Card,New
4112,2023-05-20,4,8,3,13714.36,41143.08,Cash,Premium
4113,2023-05-20,22,25,1,8999.0,8999.0,Cash,Premium
4114,2023-05-20,2,24,2,8293.05,16586.1,Cash,Regular
4115,2023-05-20,4,6,1,15999.0,15999.0,Bank Transfer,New
4116,2023-05-20,3,14,3,24999.0,74997.0,MobilePay,New
4117,2023-05-20,2,2,2,8999.0,17998.0,MobilePay,New
4118,2023-05-20,5,11,4,3499.0,13996.0,Bank Transfer,Regular
4119,2023-05-20,21,21,1,1999.0,1999.0,Card,Regular
4120,2023-05-20,11,10,1,1299.0,1299.0,MobilePay,Student
4121,2023-05-20,17,25,1,799.0,799.0,Card,Student
4122,2023-05-20,10,8,1,2499.0,2499.0,MobilePay,Regular
4123,2023-05-20,15,16,1,1299.0,1299.0,MobilePay,Student
4124,2023-05-20,4,4,1,15999.0,15999.0,Cash,Regular
4125,2023-05-20,11,21,1,1299.0,1299.0,Card,Student
4126,2023-05-20,13,3,2,2199.0,4398.0,Card,Premium
4127,2023-05-20,24,20,1,1521.2,1521.2,Card,New
4128,2023-05-20,5,23,1,3499.0,3499.0,MobilePay,Premium
4129,2023-05-20,24,23,2,1899.0,3798.0,Card,Premium
4130,2023-05-20,24,7,1,1899.0,1899.0,Card,New
4131,2023-05-20,11,3,2,1299.0,2598.0,Card,Premium
4132,2023-05-20,6,8,1,399.0,399.0,MobilePay,Premium
4133,2023-05-20,20,8,1,699.0,699.0,Bank Transfer,New
4134,2023-05-20,19,15,1,2699.0,2699.0,Card,Regular
4135,2023-05-20,17,10,2,799.0,1598.0,Cash,Premium
4136,2023-05-20,23,17,3,3299.0,9897.0,Cash,Premium
4137,2023-05-20,9,20,1,899.0,899.0,Card,Regular
4138,2023-05-20,16,6,2,599.0,1198.0,Bank Transfer,Regular
4139,2023-05-20,16,4,1,599.0,599.0,Card,Student
4140,2023-05-20,14,13,4,1299.0,5196.0,Card,Student
4141,2023-05-20,4,6,2,15999.0,31998.0,MobilePay,Regular
4142,2023-05-20,18,24,2,4999.0,9998.0,MobilePay,Premium
4143,2023-05-20,2,18,1,8999.0,8999.0,Card,New
4144,2023-05-20,10,22,1,2499.0,2499.0,Card,Regular
4145,2023-05-20,6,19,2,399.0,798.0,Card,Student
4146,2023-05-20,14,12,3,1299.0,3897.0,Card,New
4147,2023-05-20,22,2,1,8999.0,8999.0,Card,Premium
4148,2023-05-20,1,25,2,12999.0,25998.0,MobilePay,Student
4149,2023-05-20,12,2,3,1599.0,4797.0,Cash,New
4150,2023-05-21,3,11,2,24999.0,49998.0,Bank Transfer,Regular
4151,2023-05-21,4,25,1,12700.42,12700.42,MobilePay,New
4152,2023-05-21,8,23,1,5999.0,5999.0,Card,Premium
4153,2023-05-21,4,14,2,14957.41,29914.82,MobilePay,Premium
4154,2023-05-21,10,3,1,2499.0,2499.0,Card,Premium
4155,2023-05-21,4,13,1,15999.0,15999.0,MobilePay,Premium
4156,2023-05-21,1,8,2,12999.0,25998.0,Cash,Premium
4157,2023-05-21,3,25,2,24999.0,49998.0,Card,Student
4158,2023-05-21,12,24,3,1599.0,4797.0,Bank Transfer,Regular
4159,2023-05-21,4,19,2,15999.0,31998.0,Bank Transfer,Premium
4160,2023-05-21,18,20,1,4999.0,4999.0,Cash,Student
4161,2023-05-21,9,6,1,830.78,830.78,Cash,Regular
4162,2023-05-21,20,16,4,699.0,2796.0,Bank Transfer,Premium
4163,2023-05-21,4,12,3,13105.71,39317.13,Cash,Regular
4164,2023-05-21,3,15,1,24999.0,24999.0,Card,Regular
4165,2023-05-21,14,21,1,1299.0,1299.0,Cash,Student
4166,2023-05-21,14,5,2,1299.0,2598.0,Bank Transfer,Regular
4167,2023-05-21,13,15,1,1895.89,1895.89,Card,Student
4168,2023-05-21,19,14,1,2699.0,2699.0,Card,Premium
4169,2023-05-21,18,25,3,4999.0,14997.0,Bank Transfer,Premium
4170,2023-05-21,24,12,1,1899.0,1899.0,Card,Premium
4171,2023-05-21,12,17,1,1599.0,1599.0,Card,Premium
4172,2023-05-21,18,7,2,4999.0,9998.0,Cash,Student
4173,2023-05-21,25,10,1,999.0,999.0,Bank Transfer,Premium
4174,2023-05-21,11,7,2,986.87,1973.74,Card,Regular
4175,2023-05-21,21,14,3,1999.0,5997.0,MobilePay,Regular
4176,2023-05-21,7,10,2,1479.22,2958.44,Bank Transfer,Premium
4177,2023-05-21,23,14,1,2968.93,2968.93,Cash,Student
4178,2023-05-21,12,19,1,1599.0,1599.0,Bank Transfer,Regular
4179,2023-05-21,4,18,2,15999.0,31998.0,Card,Regular
4180,2023-05-21,4,8,1,15999.0,15999.0,MobilePay,Student
4181,2023-05-21,18,23,3,4999.0,14997.0,MobilePay,Premium
4182,2023-05-21,20,23,5,699.0,3495.0,MobilePay,Student
4183,2023-05-21,24,13,1,1899.0,1899.0,Card,Regular
4184,2023-05-21,24,2,1,1899.0,1899.0,MobilePay,Regular
4185,2023-05-21,2,15,1,8999.0,8999.0,Cash,Student
4186,2023-05-22,12,1,1,1296.3,1296.3,Bank Transfer,Regular
4187,2023-05-22,22,16,1,8999.0,8999.0,Cash,Student
4188,2023-05-22,23,19,2,3299.0,6598.0,Card,New
4189,2023-05-22,3,5,1,22353.31,22353.31,Bank Transfer,New
4190,2023-05-22,25,12,2,825.21,1650.42,Card,Regular
4191,2023-05-22,9,16,1,899.0,899.0,Cash,Student
4192,2023-05-22,22,4,5,8999.0,44995.0,Card,Premium
4193,2023-05-22,13,12,3,2199.0,6597.0,MobilePay,Student
4194,2023-05-22,2,20,1,8999.0,8999.0,Bank Transfer,Regular
4195,2023-05-22,2,7,2,8999.0,17998.0,Card,Student
4196,2023-05-22,12,6,2,1452.79,2905.58,Card,Student
4197,2023-05-22,2,16,1,8999.0,8999.0,MobilePay,Regular
4198,2023-05-22,7,23,1,1699.0,1699.0,MobilePay,Regular
4199,2023-05-22,11,17,1,1299.0,1299.0,Card,New
4200,2023-05-22,16,2,1,599.0,599.0,Cash,New
4201,2023-05-22,6,25,1,399.0,399.0,Bank Transfer,Premium
4202,2023-05-22,16,19,2,599.0,1198.0,MobilePay,Student
4203,2023-05-22,22,24,1,8999.0,8999.0,MobilePay,New
4204,2023-05-22,20,11,1,699.0,699.0,Card,Premium
4205,2023-05-22,5,3,2,3499.0,6998.0,Cash,Student
4206,2023-05-22,22,6,4,7283.4,29133.6,MobilePay,Premium
4207,2023-05-22,8,2,1,5999.0,5999.0,MobilePay,New
4208,2023-05-22,6,4,3,399.0,1197.0,Cash,New
4209,2023-05-23,2,13,1,8112.85,8112.85,Bank Transfer,Student
4210,2023-05-23,12,24,1,1599.0,1599.0,Card,Student
4211,2023-05-23,16,10,1,599.0,599.0,Bank Transfer,Premium
4212,2023-05-23,14,24,1,1299.0,1299.0,MobilePay,Regular
4213,2023-05-23,10,21,3,2499.0,7497.0,Card,Student
4214,2023-05-23,8,3,1,5999.0,5999.0,Bank Transfer,Premium
4215,2023-05-23,24,15,1,1899.0,1899.0,Card,Student
4216,2023-05-23,15,23,1,995.06,995.06,Cash,Premium
4217,2023-05-23,14,21,1,1299.0,1299.0,Cash,Regular
4218,2023-05-23,16,17,3,599.0,1797.0,MobilePay,Regular
4219,2023-05-23,8,8,1,5999.0,5999.0,Cash,New
4220,2023-05-23,23,4,3,2612.21,7836.63,Cash,New
4221,2023-05-23,3,25,5,24999.0,124995.0,Cash,Premium
4222,2023-05-23,15,22,1,1299.0,1299.0,MobilePay,New
4223,2023-05-23,1,20,1,12999.0,12999.0,Card,Regular
4224,2023-05-23,15,17,1,1146.66,1146.66,Cash,Regular
4225,2023-05-23,14,19,1,1299.0,1299.0,Cash,Premium
4226,2023-05-23,14,20,2,1299.0,2598.0,Bank Transfer,Regular
4227,2023-05-23,5,21,1,3499.0,3499.0,Card,Regular
4228,2023-05-23,11,6,1,999.76,999.76,Card,Regular
4229,2023-05-23,14,11,1,1299.0,1299.0,MobilePay,Premium
4230,2023-05-23,1,6,1,12999.0,12999.0,Bank Transfer,Student
4231,2023-05-23,13,14,2,2199.0,4398.0,Cash,Premium
4232,2023-05-23,4,13,1,15999.0,15999.0,Card,Premium
4233,2023-05-23,14,1,3,1299.0,3897.0,Cash,Premium
4234,2023-05-23,5,21,3,3499.0,10497.0,Bank Transfer,Student
4235,2023-05-23,15,17,2,1299.0,2598.0,MobilePay,Premium
4236,2023-05-24,5,17,2,3499.0,6998.0,MobilePay,New
4237,2023-05-24,3,12,1,24999.0,24999.0,Bank Transfer,Student
4238,2023-05-24,23,9,2,3299.0,6598.0,Cash,New
4239,2023-05-24,3,8,2,24999.0,49998.0,MobilePay,New
4240,2023-05-24,5,15,1,3499.0,3499.0,Card,New
4241,2023-05-24,3,25,3,24999.0,74997.0,Cash,New
4242,2023-05-24,22,16,3,8999.0,26997.0,MobilePay,Student
4243,2023-05-24,21,20,3,1999.0,5997.0,Cash,Premium
4244,2023-05-24,5,4,3,3499.0,10497.0,Cash,Regular
4245,2023-05-24,4,4,3,15999.0,47997.0,Card,Regular
4246,2023-05-24,19,19,1,2289.48,2289.48,Bank Transfer,Premium
4247,2023-05-24,24,10,2,1899.0,3798.0,Bank Transfer,Student
4248,2023-05-24,12,14,1,1599.0,1599.0,Cash,Student
4249,2023-05-24,1,23,1,12999.0,12999.0,Card,Student
4250,2023-05-24,13,3,3,2199.0,6597.0,Card,Regular
4251,2023-05-24,1,25,1,12999.0,12999.0,Bank Transfer,Regular
4252,2023-05-24,5,16,3,3499.0,10497.0,Cash,Regular
4253,2023-05-24,15,3,2,1299.0,2598.0,Card,Regular
4254,2023-05-24,7,22,1,1699.0,1699.0,MobilePay,Premium
4255,2023-05-24,5,7,4,3499.0,13996.0,Bank Transfer,New
4256,2023-05-24,1,9,1,12999.0,12999.0,Cash,Student
4257,2023-05-24,8,23,2,5999.0,11998.0,Bank Transfer,New
4258,2023-05-24,5,5,3,3499.0,10497.0,Cash,Premium
4259,2023-05-24,21,14,1,1999.0,1999.0,MobilePay,New
4260,2023-05-24,21,4,1,1847.05,1847.05,Card,Premium
4261,2023-05-24,12,23,5,1599.0,7995.0,MobilePay,Student
4262,2023-05-24,22,10,2,8999.0,17998.0,Bank Transfer,Premium
4263,2023-05-24,12,10,2,1599.0,3198.0,Bank Transfer,Regular
4264,2023-05-24,15,7,1,1299.0,1299.0,Card,Regular
4265,2023-05-24,1,3,3,10921.05,32763.15,Bank Transfer,New
4266,2023-05-24,2,20,2,8020.01,16040.02,Cash,Premium
4267,2023-05-24,23,23,1,3299.0,3299.0,Bank Transfer,Student
4268,2023-05-24,1,7,1,12999.0,12999.0,Card,Premium
4269,2023-05-24,19,7,1,2699.0,2699.0,MobilePay,New
4270,2023-05-24,8,25,2,5999.0,11998.0,MobilePay,Premium
4271,2023-05-24,2,3,2,8999.0,17998.0,MobilePay,New
4272,2023-05-24,9,14,1,899.0,899.0,Card,Student
4273,2023-05-24,22,4,3,8999.0,26997.0,Cash,Student
4274,2023-05-24,10,14,1,2499.0,2499.0,MobilePay,Student
4275,2023-05-24,4,13,1,15999.0,15999.0,Card,Student
4276,2023-05-24,21,9,3,1999.0,5997.0,Cash,New
4277,2023-05-24,16,21,1,599.0,599.0,Cash,Premium
4278,2023-05-24,13,7,1,2199.0,2199.0,Cash,Regular
4279,2023-05-24,25,8,1,999.0,999.0,Bank Transfer,New
4280,2023-05-24,1,5,1,12999.0,12999.0,Bank Transfer,Student
4281,2023-05-25,2,20,1,8999.0,8999.0,Card,Regular
4282,2023-05-25,5,16,3,3499.0,10497.0,MobilePay,Regular
4283,2023-05-25,14,2,3,1299.0,3897.0,Card,New
4284,2023-05-25,18,14,1,4999.0,4999.0,MobilePay,Premium
